Original SoC,Predicted_SoC,,
0.409673,0.408477127552033,,0.999973571410279
0.410978,0.409526467323303,,
0.710301,0.709288358688355,,
0.834307,0.834247767925262,,
0.270204,0.274602830410004,,
0.120782,0.128021568059921,,
0.91,0.90938925743103,,
0.895718,0.89569103717804,,
0.969874,0.968425571918488,,
0.984907,0.98614376783371,,
0.981794,0.983248591423035,,
0.563312,0.562116742134094,,
0.389836,0.390258967876434,,
0.841425,0.840460181236267,,
0.493888,0.494006752967835,,
0.616968,0.617149889469147,,
0.42684,0.428266614675522,,
0.385348,0.383233845233917,,
0.844554,0.843132793903351,,
0.684979,0.684721350669861,,
0.98933,0.990656971931458,,
0.998707,0.996843099594116,,
0.639804,0.638244867324829,,
0.999727,0.997752785682678,,
0.922861,0.924108862876892,,
0.99271,0.992699265480042,,
0.924436,0.923546493053436,,
0.14236,0.144308805465698,,
0.540436,0.537147581577301,,
0.664934,0.664791822433472,,
0.514686,0.511171579360962,,
0.977493,0.978766322135925,,
0.80162,0.802467703819275,,
0.328383,0.325663715600967,,
0.938951,0.937783062458038,,
0.987876,0.988237619400024,,
0.497354,0.497524052858353,,
0.90901,0.910249590873718,,
0.247266,0.246656745672226,,
0.654444,0.654390573501587,,
0.917414,0.917358040809631,,
0.658857,0.658769011497498,,
0.9412,0.941082835197449,,
0.818996,0.81752872467041,,
0.473628,0.470742374658585,,
0.7847,0.781982183456421,,
0.295496,0.295936584472656,,
0.400382,0.396594882011414,,
0.812618,0.813028931617737,,
0.470184,0.467418342828751,,
0.15738,0.156304508447647,,
0.874779,0.872067451477051,,
0.154703,0.153919816017151,,
0.977286,0.977516651153564,,
0.884023,0.881657958030701,,
0.642357,0.642648279666901,,
0.950959,0.949509024620056,,
0.691573,0.69068318605423,,
0.424259,0.421293199062347,,
0.725683,0.725061297416687,,
0.971911,0.971495807170868,,
0.998708,0.996876895427704,,
0.999097,0.997174084186554,,
0.517363,0.513852655887604,,
0.833576,0.833557963371277,,
0.58936,0.589602410793304,,
0.194227,0.189874053001404,,
0.611386,0.609028458595276,,
0.430518,0.429157435894012,,
0.190949,0.189054071903229,,
0.91945,0.919530272483826,,
0.491311,0.487982094287872,,
0.801467,0.799624800682068,,
0.420316,0.417152673006058,,
0.939816,0.939839482307434,,
0.889774,0.889128088951111,,
0.922655,0.923424243927002,,
0.983579,0.984534859657288,,
0.950778,0.950390756130219,,
0.797873,0.798706412315369,,
0.956766,0.954479694366455,,
0.589464,0.586673736572266,,
0.656653,0.655282974243164,,
0.850326,0.849111199378967,,
0.926064,0.926834940910339,,
0.307706,0.3080695271492,,
0.881501,0.881065726280212,,
0.905636,0.906098127365112,,
0.173857,0.171224176883698,,
0.568467,0.565337657928467,,
0.999968,0.998093605041504,,
0.171032,0.168081045150757,,
0.985994,0.986361503601074,,
0.117638,0.124152630567551,,
0.334288,0.333044290542603,,
0.801354,0.802201151847839,,
0.25728,0.263043701648712,,
0.798808,0.79841023683548,,
0.714144,0.712238848209381,,
0.494899,0.493643969297409,,
0.1803,0.17807999253273,,
0.160333,0.158970683813095,,
0.807957,0.80835223197937,,
0.216762,0.214908003807068,,
0.985986,0.987008810043335,,
0.279686,0.282711118459702,,
0.94204,0.941092073917389,,
0.768721,0.768601894378662,,
0.96084,0.956737995147705,,
0.992496,0.992141604423523,,
0.238237,0.236296385526657,,
0.669597,0.669473469257355,,
0.250002,0.250175297260284,,
0.6862,0.685751020908356,,
0.998984,0.996966004371643,,
0.38789,0.387356072664261,,
0.272287,0.275907754898071,,
0.727955,0.72640186548233,,
0.48932,0.490753501653671,,
0.434609,0.4340440928936,,
0.910089,0.90947413444519,,
0.601684,0.599169552326202,,
0.649671,0.648161470890045,,
0.219605,0.217621266841888,,
0.79443,0.795231819152832,,
0.804807,0.805338382720947,,
0.67701,0.676729500293732,,
0.645977,0.644390463829041,,
0.231652,0.22841414809227,,
0.904421,0.905429840087891,,
0.799529,0.799798250198364,,
0.963306,0.959351062774658,,
0.47892,0.480397313833237,,
0.45345,0.451244026422501,,
0.822865,0.82295286655426,,
0.918408,0.917990446090698,,
0.19654,0.192488104104996,,
0.937998,0.938308298587799,,
0.957988,0.955717504024506,,
0.948368,0.946894288063049,,
0.975181,0.975024700164795,,
0.40223,0.39845997095108,,
0.112152,0.120226055383682,,
0.495078,0.492506116628647,,
0.747765,0.746289730072022,,
0.897364,0.897857904434204,,
0.777836,0.778211534023285,,
0.972881,0.973284959793091,,
0.229951,0.22650471329689,,
0.949958,0.949636518955231,,
0.92584,0.927029848098755,,
0.95671,0.954305410385132,,
0.986476,0.987474799156189,,
0.962961,0.95928680896759,,
0.972152,0.97252082824707,,
0.365798,0.361824184656143,,
0.96774,0.964039325714111,,
1,0.998253703117371,,
0.995204,0.994484484195709,,
0.296567,0.298568904399872,,
0.154139,0.15342253446579,,
0.895816,0.894035220146179,,
0.781589,0.779640018939972,,
0.301116,0.300410270690918,,
0.574455,0.571376800537109,,
0.999303,0.997344136238098,,
0.988136,0.98848557472229,,
0.990056,0.990235328674316,,
0.910212,0.910153985023499,,
0.735749,0.734759569168091,,
0.809502,0.809972047805786,,
0.686037,0.685471832752228,,
0.845475,0.844196557998657,,
0.95944,0.957836627960205,,
0.694011,0.693458318710327,,
0.313293,0.313193470239639,,
0.688482,0.688056230545044,,
0.516653,0.514504134654999,,
0.746487,0.747016370296478,,
0.991249,0.991243958473206,,
0.470939,0.468147158622742,,
0.99794,0.995893359184265,,
0.987248,0.98778510093689,,
0.510967,0.507453501224518,,
0.955511,0.952201366424561,,
0.984151,0.984315752983093,,
0.937137,0.936415910720825,,
0.99366,0.993753790855408,,
0.277015,0.280486851930618,,
0.985822,0.985815405845642,,
0.622758,0.620769143104553,,
0.718817,0.718145132064819,,
0.623758,0.623114466667175,,
0.820384,0.820731461048126,,
0.981156,0.98191225528717,,
0.133716,0.137438505887985,,
0.514785,0.512636184692383,,
0.993604,0.992835462093353,,
0.891477,0.890172481536865,,
0.265881,0.269890785217285,,
0.986065,0.987440586090088,,
0.973619,0.972965240478516,,
0.9998,0.996879696846008,,
0.986036,0.987952828407288,,
0.753484,0.751927137374878,,
0.749443,0.748244166374207,,
0.635611,0.634394764900208,,
0.487577,0.487622946500778,,
0.390087,0.388077110052109,,
0.632454,0.632849514484406,,
0.564755,0.561584174633026,,
0.883271,0.882178544998169,,
0.790532,0.790257811546326,,
0.349038,0.349840879440308,,
0.771195,0.771650552749634,,
0.978569,0.97947758436203,,
0.812478,0.810938239097595,,
0.885704,0.884530901908875,,
0.526648,0.523432016372681,,
0.581671,0.581470906734467,,
0.44246,0.441939055919647,,
0.717237,0.716584920883179,,
0.769175,0.769099354743958,,
0.947024,0.946197628974915,,
0.990382,0.99088841676712,,
0.765682,0.763981342315674,,
0.678135,0.677882790565491,,
0.791974,0.79060709476471,,
0.591266,0.589281678199768,,
0.402644,0.400810122489929,,
0.755433,0.754134833812714,,
0.358628,0.356124699115753,,
0.819906,0.820004463195801,,
0.191362,0.189467996358871,,
0.72792,0.72727108001709,,
0.985749,0.98575085401535,,
0.728906,0.72741973400116,,
0.995959,0.994667232036591,,
0.208629,0.207448124885559,,
0.910425,0.910801649093628,,
0.984659,0.985528886318207,,
0.965405,0.962146639823914,,
0.788935,0.789563238620758,,
0.917506,0.918783366680145,,
0.940073,0.938069105148315,,
0.957264,0.954402923583984,,
0.595742,0.595904350280762,,
0.656711,0.655544817447662,,
0.998806,0.996920108795166,,
0.554514,0.551257908344269,,
0.920929,0.920151472091675,,
0.473526,0.473083525896072,,
0.62383,0.62239933013916,,
0.93568,0.936057269573212,,
0.221,0.219914764165878,,
0.851923,0.850824594497681,,
0.869704,0.867045164108276,,
0.568341,0.568914651870728,,
0.803091,0.802143096923828,,
0.425088,0.426535964012146,,
0.999481,0.997120499610901,,
0.804141,0.803985595703125,,
0.161299,0.157661736011505,,
0.932683,0.931151390075684,,
0.450339,0.449828088283539,,
0.982483,0.983914017677307,,
0.776061,0.773849070072174,,
0.884988,0.882358193397522,,
0.968719,0.966867566108704,,
0.64368,0.642045021057129,,
0.785017,0.784920334815979,,
0.928999,0.929714322090149,,
0.900431,0.900842189788818,,
0.99708,0.995716989040375,,
0.407927,0.406632959842682,,
0.374256,0.37204498052597,,
0.77862,0.779185950756073,,
0.775557,0.774736166000366,,
0.309613,0.309810876846313,,
0.977535,0.977686762809753,,
0.935604,0.935986995697022,,
0.639577,0.639094710350037,,
0.808624,0.808930158615112,,
0.817284,0.817671775817871,,
0.49611,0.494097739458084,,
0.881957,0.878612399101257,,
0.69877,0.697917640209198,,
0.116917,0.123629570007324,,
0.565823,0.563563108444214,,
0.434456,0.433421015739441,,
0.609319,0.609702885150909,,
0.941862,0.93979549407959,,
0.307793,0.309371292591095,,
0.961796,0.957535326480866,,
0.943069,0.942602694034576,,
0.391033,0.389049351215363,,
0.836897,0.836245894432068,,
0.498571,0.495137572288513,,
0.566676,0.567341268062592,,
0.999735,0.997761964797974,,
0.747876,0.748421728610992,,
0.141526,0.14366415143013,,
0.776926,0.777146220207214,,
0.944969,0.94488251209259,,
0.72291,0.722216725349426,,
0.48514,0.483337610960007,,
0.570975,0.567842721939087,,
0.951403,0.948856711387634,,
0.704356,0.703804433345795,,
0.998046,0.996354222297668,,
0.996182,0.995022177696228,,
0.985604,0.985967814922333,,
0.790747,0.78840184211731,,
0.149918,0.150276899337769,,
0.319734,0.319062739610672,,
0.978068,0.978929102420807,,
0.998513,0.996697008609772,,
0.796265,0.796830952167511,,
0.848357,0.847520232200623,,
0.546489,0.547322630882263,,
0.166643,0.164804607629776,,
0.580241,0.580633103847504,,
0.148771,0.149223774671555,,
0.999445,0.997490406036377,,
0.903669,0.904628276824951,,
0.816903,0.817294120788574,,
0.268304,0.272920727729797,,
0.856793,0.857126414775848,,
